P[bar],断熱火炎t1[K]
907.01325,2311.3613978669937
908.01325,2311.3673022241696
909.01325,2311.373198317355
910.01325,2311.379086167117
911.01325,2311.384965793929
912.01325,2311.3908372182723
913.01325,2311.3967004604556
914.01325,2311.4025555406974
915.01325,2311.408402479352
916.01325,2311.414241296458
917.01325,2311.420072012139
918.01325,2311.4258946463365
919.01325,2311.431709218974
920.01325,2311.4375157499535
921.01325,2311.443314259031
922.01325,2311.4491047659576
923.01325,2311.4548872902897
924.01325,2311.460661851663
925.01325,2311.466428469584
926.01325,2311.472187163477
927.01325,2311.477937952705
928.01325,2311.483680856558
929.01325,2311.4894158943284
930.01325,2311.495143085134
931.01325,2311.5008624480784
932.01325,2311.506574002156
933.01325,2311.512277766402
934.01325,2311.517973759657
935.01325,2311.5236620007736
936.01325,2311.5293425085274
937.01325,2311.535015301612
938.01325,2311.5406803986534
939.01325,2311.5463378182408
940.01325,2311.551987578898
941.01325,2311.5576296990057
942.01325,2311.563264197002
943.01325,2311.5688910911745
944.01325,2311.574510399813
945.01325,2311.5801221410256
946.01325,2311.585726333046
947.01325,2311.5913229938888
948.01325,2311.5969121414696
949.01325,2311.6024937938514
950.01325,2311.608067968876
951.01325,2311.6136346843705
952.01325,2311.6191939580667
953.01325,2311.6247458076487
954.01325,2311.630290250787
955.01325,2311.63582730503
956.01325,2311.6413569878973
957.01325,2311.646879316885
958.01325,2311.652394309342
959.01325,2311.6579019826186
960.01325,2311.6634023539896
961.01325,2311.6688954406736
962.01325,2311.674381259808
963.01325,2311.679859828516
964.01325,2311.6853311638756
965.01325,2311.690795282848
966.01325,2311.696252202356
967.01325,2311.7017019392565
968.01325,2311.7071445103657
969.01325,2311.712579932474
970.01325,2311.7180082223113
971.01325,2311.7234293964416
972.01325,2311.7288434715106
973.01325,2311.7342504640515
974.01325,2311.7396503905084
975.01325,2311.7450432673486
976.01325,2311.750429110925
977.01325,2311.7558079375126
978.01325,2311.761179763492
979.01325,2311.766544604896
980.01325,2311.771902478017
981.01325,2311.7772533988705
982.01325,2311.782597383556
983.01325,2311.7879344480825
984.01325,2311.7932646083295
985.01325,2311.798587880158
986.01325,2311.803904279488
987.01325,2311.8092138220795
988.01325,2311.8145165236647
989.01325,2311.81981239985
990.01325,2311.82510146633
991.01325,2311.8303837386484
992.01325,2311.8356592323967
993.01325,2311.8409279629614
994.01325,2311.846189945764
995.01325,2311.851445196238
996.01325,2311.8566937296578
997.01325,2311.8619355613364
998.01325,2311.8671707063822
999.01325,2311.872399180172
1000.01325,2311.8776209976363
